title,year,cast,genres,extract,url,release_date,critic_score,audience_score,cast_size,cast_group
thewarwithgrandpa,2020,"Robert De Niro, Uma Thurman, Rob Riggle, Oakes Fegley, Cheech Marin, Jane Seymour, Christopher Walken","['Comedy', 'Family']","The War with Grandpa is a 2020 American family comedy film directed by Tim Hill, from a screenplay by Tom J. Astle and Matt Ember, based upon the novel of the same name by Robert Kimmel Smith. The film is about a young boy named Peter who fights in a prank war with his grandfather to get his grandfather to move out of his room after he moves in with his family. Uma Thurman, Rob Riggle, Laura Marano, Cheech Marin, Jane Seymour, and Christopher Walken also star.",https://www.rottentomatoes.com/m/the_war_with_grandpa,"Released Oct 9, 2020",29.0,85.0,7,Medium
arainydayinnewyork,2020,"Timothée Chalamet, Elle Fanning, Selena Gomez, Jude Law, Diego Luna, Liev Schreiber","['Comedy', 'Romance']","A Rainy Day in New York is a 2019 American romantic comedy film written and directed by Woody Allen, and starring Timothée Chalamet, Elle Fanning, Selena Gomez, Jude Law, Diego Luna, and Liev Schreiber. The film follows the romantic exploits of two young college students, Gatsby and Ashleigh, while on a weekend visit to New York City, Gatsby's hometown. He hopes to deepen their relationship while she is in the city to interview a film director for their college newspaper.",https://www.rottentomatoes.com/m/a_rainy_day_in_new_york,"Released Oct 9, 2020",47.0,56.0,6,Medium
yellowrose,2020,"Eva Noblezada, Dale Watson, Princess Punzalan, Lea Salonga","['Drama', 'Musical']","Yellow Rose is a 2019 American-Filipino musical drama film co-written and directed by Diane Paragas. It is produced by Cecilia R. Mejia, Diane Paragas, Rey Cuerdo, Orian Williams, and Jeremiah Abraham. The film stars Eva Noblezada, Dale Watson, Princess Punzalan, and Lea Salonga. The plot follows Rose, a Filipina undocumented immigrant, who dreams of leaving her small town in Texas to pursue her country music dreams. Her plan is put on hold when her mother is taken by Immigration and Customs Enforcement and Rose is forced to flee to Austin, Texas.",https://www.rottentomatoes.com/m/yellow_rose,"Released Oct 9, 2020",87.0,76.0,4,Medium
nocturne,2020,"Sydney Sweeney, Madison Iseman, Jacques Colimon, Ivan Shaw","['Horror', 'Supernatural']","Nocturne is a 2020 American supernatural horror film written and directed by Zu Quirke. The film stars Sydney Sweeney, Madison Iseman, Jacques Colimon and Ivan Shaw. Jason Blum serves as a producer under his Blumhouse Television banner.",https://www.rottentomatoes.com/m/nocturne,"Released Nov 11, 1946",,47.0,4,Medium
evileye,2020,"Sarita Choudhury, Sunita Mani, Omar Maskati, Bernard White","['Horror', 'Supernatural']","Evil Eye is a 2020 American supernatural horror film directed by Elan and Rajeev Dassani and written by Madhuri Shekar, based on her Audible Original audio play of the same name. The film stars Sarita Choudhury, Sunita Mani and Omar Maskati. It was executive produced by Jason Blum of Blumhouse Television and Priyanka Chopra of Purple Pebble Pictures.",https://www.rottentomatoes.com/m/evil_eye,2015,,,4,Medium
ababysittersguidetomonsterhunting,2020,"Tamara Smart, Oona Laurence, Tom Felton, Indya Moore","['Comedy', 'Fantasy']","A Babysitter's Guide to Monster Hunting is a 2020 American dark fantasy comedy film directed by Rachel Talalay and distributed by Netflix. The film was written by Joe Ballarini and is based on his book trilogy of the same name. It stars Tom Felton, Indya Moore, Tamara Smart and Oona Laurence.",https://www.rottentomatoes.com/m/a_babysitters_guide_to_monster_hunting,"Released Oct 14, 2020",65.0,,4,Medium
loveandmonsters,2020,"Dylan O'Brien, Jessica Henwick, Dan Ewing, Ariana Greenblatt, Michael Rooker",['Adventure'],"Love and Monsters is a 2020 American post-apocalyptic monster adventure film directed by Michael Matthews, with Shawn Levy and Dan Cohen serving as producers. The film stars Dylan O'Brien, Jessica Henwick, Dan Ewing, Michael Rooker, and Ariana Greenblatt.",https://www.rottentomatoes.com/m/love_and_monsters,"Released Oct 16, 2020",94.0,89.0,5,Medium
honestthief,2020,"Liam Neeson, Kate Walsh, Robert Patrick, Anthony Ramos, Jeffrey Donovan, Jai Courtney","['Action', 'Thriller']","Honest Thief is a 2020 American action thriller film directed by Mark Williams, from a screenplay by Williams and Steve Allrich. The film stars Liam Neeson, Kate Walsh, Jai Courtney, Jeffrey Donovan, Anthony Ramos and Robert Patrick, and follows a brooding former bank robber who decides to turn himself in to the FBI, only to be set up by corrupt agents.",https://www.rottentomatoes.com/m/honest_thief,"Released Oct 16, 2020",41.0,87.0,6,Medium
clouds,2020,"Fin Argus, Sabrina Carpenter, Madison Iseman, Lil Rel Howery, Neve Campbell, Tom Everett Scott","['Drama', 'Musical', 'Teen', 'Biography', 'Romance']","Clouds is a 2020 American biographical romantic musical drama teen film directed and produced by Justin Baldoni and written by Kara Holden from a story by Holden, Patrick Kopka, and Casey La Scala. It is based upon the memoir Fly a Little Higher: How God Answered a Mom's Small Prayer in a Big Way by Laura Sobiech. The film stars Fin Argus, Sabrina Carpenter, Madison Iseman, Neve Campbell, Tom Everett Scott, and Lil Rel Howery, and tells the story of Zach Sobiech, a teenager from Minnesota who has osteosarcoma, and decides to follow his dream of becoming a musician after finding out he is dying.",https://www.rottentomatoes.com/m/clouds,2000,,,6,Medium
thedevilhasaname,2020,"David Strathairn, Kate Bosworth, Pablo Schreiber, Edward James Olmos, Katie Aselton, Haley Joel Osment, Alfred Molina, Martin Sheen",['Comedy'],"The Devil Has a Name is a 2019 American dark comedy film starring and directed by Edward James Olmos. It also stars David Strathairn, Kate Bosworth, Pablo Schreiber, Katie Aselton, Haley Joel Osment, Alfred Molina, and Martin Sheen. The film premiered at the 2019 Los Angeles Latino International Film Festival. It was then released in the United States in selected theaters, through video on demand, and on digital platforms on October 16, 2020, by Momentum Pictures.",https://www.rottentomatoes.com/m/the_devil_has_a_name,"Released Oct 16, 2020",35.0,38.0,8,Medium
thekiddetective,2020,"Adam Brody, Sophie Nélisse, Tzi Ma, Wendy Crewson, Sarah Sutherland","['Comedy', 'Drama', 'Mystery']","The Kid Detective is a 2020 Canadian mystery comedy-drama film written and directed by Evan Morgan and starring Adam Brody, Sophie Nélisse, Wendy Crewson, Sarah Sutherland, and Tzi Ma. It was inspired by the Encyclopedia Brown book series.",https://www.rottentomatoes.com/m/the_kid_detective,"Released Oct 16, 2020",85.0,77.0,5,Medium
alone,2020,"Tyler Posey, Summer Spiro, Robert Ri'chard, Donald Sutherland",['Horror'],"Alone is a 2020 American horror film directed by Johnny Martin and starring Tyler Posey and Donald Sutherland. The film follows a young man who barricades himself inside his apartment during a zombie apocalypse. The film was released on October 16, 2020.",https://www.rottentomatoes.com/m/alone,2007,,58.0,4,Medium
2hearts,2020,"Jacob Elordi, Adan Canto, Tiera Skovbye, Radha Mitchell","['Drama', 'Romance']","2 Hearts is a 2020 American romantic drama film directed by Lance Hool and starring Jacob Elordi, Adan Canto, Tiera Skovbye and Radha Mitchell. It is based on the true story of Leslie and Jorge Bacardi and Christopher Gregory. The film was theatrically released in the United States on October 16, 2020, receiving generally negative reviews from critics.",https://www.rottentomatoes.com/m/2_hearts,"Released Oct 16, 2020",17.0,87.0,4,Medium
theopeningact,2020,"Jimmy O. Yang, Alex Moffat, Cedric the Entertainer",['Comedy'],"The Opening Act is a 2020 American comedy film written and directed by Steve Byrne, in his directorial debut. It stars Jimmy O. Yang, Alex Moffat, Cedric the Entertainer, Neal Brennan, Bill Burr, Whitney Cummings, Jermaine Fowler, Ken Jeong, Russell Peters, and Debby Ryan.",https://www.rottentomatoes.com/m/the_opening_act,"Released Oct 16, 2020",81.0,83.0,3,Small
tremorsshriekerisland,2020,"Michael Gross, Jon Heder",['Horror'],Tremors: Shrieker Island is a 2020 American direct-to-video horror monster film directed by Don Michael Paul and co-written with Brian Brightly. It is the seventh film in the Tremors franchise. The film stars Michael Gross and Jon Heder.,https://www.rottentomatoes.com/m/tremors_shrieker_island,2020,44.0,38.0,2,Small
thewitches,2020,"Anne Hathaway, Octavia Spencer, Stanley Tucci, Jahzir Bruno, Codie-Lei Eastick, Kristin Chenoweth, Chris Rock","['Comedy', 'Supernatural']","Roald Dahl's The Witches, or simply The Witches, is a 2020 supernatural comedy film directed by Robert Zemeckis and written by Zemeckis, Kenya Barris, and Guillermo del Toro. It is based on the 1983 novel of the same name by Roald Dahl and is the second feature-length adaptation of the novel, after the 1990 film of the same name directed by Nicolas Roeg. The film stars Anne Hathaway, Octavia Spencer, and Stanley Tucci, and is narrated by Chris Rock.",https://www.rottentomatoes.com/m/the_witches,"Released Feb 16, 1990",94.0,70.0,7,Medium
thewitches,2020,"Anne Hathaway, Octavia Spencer, Stanley Tucci, Jahzir Bruno, Codie-Lei Eastick, Kristin Chenoweth, Chris Rock","['Comedy', 'Supernatural']","Roald Dahl's The Witches, or simply The Witches, is a 2020 supernatural comedy film directed by Robert Zemeckis and written by Zemeckis, Kenya Barris, and Guillermo del Toro. It is based on the 1983 novel of the same name by Roald Dahl and is the second feature-length adaptation of the novel, after the 1990 film of the same name directed by Nicolas Roeg. The film stars Anne Hathaway, Octavia Spencer, and Stanley Tucci, and is narrated by Chris Rock.",https://www.rottentomatoes.com/m/the_witches,"Released Feb 16, 1990",94.0,70.0,7,Medium
overthemoon,2020,"Cathy Ang, Phillipa Soo, Ken Jeong, John Cho, Ruthie Ann Miles, Margaret Cho, Sandra Oh","['Animated', 'Fantasy', 'Musical']","Over the Moon is a 2020 computer-animated musical fantasy film directed by Glen Keane and co-directed by John Kahrs, from a screenplay by Audrey Wells with additional screenplay material by Alice Wu and Jennifer Yee McDevitt. The film was produced by Pearl Studio and Netflix Animation, and animated by Sony Pictures Imageworks. It stars the voices of Cathy Ang, Phillipa Soo, Ken Jeong, John Cho, Ruthie Ann Miles, Margaret Cho, and Sandra Oh. The plot follows an adventurous girl named Fei Fei, who builds a rocket ship to meet a mythical goddess on the moon.",https://www.rottentomatoes.com/m/over_the_moon,1940,,33.0,7,Medium
boratsubsequentmoviefilm,2020,"Sacha Baron Cohen, Maria Bakalova","['Comedy', 'Satire']","Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan is a 2020 mockumentary black comedy directed by Jason Woliner. The film stars Sacha Baron Cohen as the fictional Kazakh journalist and television personality Borat Sagdiyev, and Maria Bakalova as his daughter Tutar, who is to be offered as a bride to then-U.S. vice president Mike Pence during the COVID-19 pandemic and the 2020 presidential election. It is a sequel to 2006's Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan.",https://www.rottentomatoes.com/m/borat_subsequent_moviefilm,2020,85.0,62.0,2,Small
afterwecollided,2020,"Josephine Langford, Hero Fiennes Tiffin, Dylan Sprouse, Shane Paul McGhie, Candice King, Khadijha Red Thunder, Inanna Sarkis, Samuel Larsen, Selma Blair","['Drama', 'Romance']","After We Collided is a 2020 American romantic drama film directed by Roger Kumble, and written by Anna Todd and Mario Celaya. Based on the 2014 novel of the same name by Todd, it is the sequel to After (2019) and the second overall installment in the After film series. The film stars Josephine Langford and Hero Fiennes Tiffin reprising their roles as Tessa Young and Hardin Scott, respectively, with Dylan Sprouse, Shane Paul McGhie, Candice King, Khadijha Red Thunder, Inanna Sarkis, Samuel Larsen, and Selma Blair in supporting roles.",https://www.rottentomatoes.com/m/after_we_collided,"Released Oct 23, 2020",12.0,93.0,9,Medium
theemptyman,2020,"James Badge Dale, Marin Ireland, Stephen Root, Ron Canada, Robert Aramayo, Joel Courtney, Sasha Frolova","['Horror', 'Supernatural']","The Empty Man is a 2020 supernatural horror film written and directed by David Prior in his feature directorial debut, based on Cullen Bunn and Vanesa R. Del Rey's graphic novel of same name published by Boom! Studios. The film stars James Badge Dale, Marin Ireland, Stephen Root, Ron Canada, Robert Aramayo, Joel Courtney, and Sasha Frolova. It follows an ex-cop who, upon an investigation into a missing girl, discovers a secret cult.",https://www.rottentomatoes.com/m/the_empty_man,"Released Oct 23, 2020",76.0,61.0,7,Medium
synchronic,2020,"Anthony Mackie, Jamie Dornan","['Horror', 'Science Fiction']","Synchronic is a 2019 American science fiction horror film written by Justin Benson, who also directed and produced with Aaron Moorhead. It shares continuity with other films by Benson and Moorhead, following Resolution and The Endless. Synchronic stars Anthony Mackie and Jamie Dornan as paramedics who investigate a series of inexplicable deaths and their connection to a new designer drug.",https://www.rottentomatoes.com/m/synchronic,"Released Oct 23, 2020",79.0,76.0,2,Small
badhair,2020,"Elle Lorraine, Vanessa Williams, Jay Pharoah, Lena Waithe, Blair Underwood, Laverne Cox","['Comedy', 'Horror']","Bad Hair is a 2020 American satirical comedy horror film written, directed, and produced by Justin Simien. The film stars Elle Lorraine, Jay Pharoah, Lena Waithe, Kelly Rowland, Laverne Cox, Chanté Adams, James Van Der Beek, Usher Raymond IV, Blair Underwood, and Vanessa Williams.",https://www.rottentomatoes.com/m/bad_hair,2013,95.0,69.0,6,Medium
friendsgiving,2020,"Malin Åkerman, Kat Dennings, Aisha Tyler, Chelsea Peretti, Ryan Hansen","['Comedy', 'Drama']","Friendsgiving is a 2020 American comedy-drama film, written, and directed by Nicol Paone in her directorial debut, premiering on October 23, 2020, produced by Saban Films. It stars Malin Åkerman, Kat Dennings, Aisha Tyler, Chelsea Peretti, Christine Taylor, Jane Seymour, Deon Cole, Wanda Sykes, Margaret Cho, Fortune Feimster, Jack Donnelly, and Ryan Hansen. The film received generally negative reviews.",https://www.rottentomatoes.com/m/friendsgiving,"Released Oct 23, 2020",19.0,22.0,5,Medium
thecraftlegacy,2020,"Cailee Spaeny, Gideon Adlon, Lovie Simone, Zoey Luna, Michelle Monaghan, David Duchovny","['Horror', 'Supernatural']","The Craft: Legacy, also known as Blumhouse's The Craft: Legacy, is a 2020 American supernatural horror film written and directed by Zoe Lister-Jones. A stand-alone sequel to The Craft (1996), the film stars Cailee Spaeny, Gideon Adlon, Lovie Simone, and Zoey Luna as four teenage girls who practice witchcraft as a coven. Additional cast include Nicholas Galitzine, Michelle Monaghan, and David Duchovny, with Fairuza Balk making a cameo appearance.",https://www.rottentomatoes.com/m/the_craft_legacy,2020,48.0,25.0,6,Medium
holidate,2020,"Emma Roberts, Luke Bracey, Kristin Chenoweth","['Comedy', 'Romance']","Holidate is a 2020 American romantic comedy film directed by John Whitesell, from a screenplay by Tiffany Paulsen. It stars Emma Roberts, Luke Bracey, Jake Manley, Jessica Capshaw, Andrew Bachelor, Frances Fisher, Manish Dayal and Kristin Chenoweth. The film was released on Netflix on October 28, 2020.",https://www.rottentomatoes.com/m/holidate,2020,45.0,54.0,3,Small
comeplay,2020,"Gillian Jacobs, John Gallagher Jr., Azhy Robertson, Winslow Fegley","['Horror', 'Short', 'Thriller']","Come Play is a 2020 American horror thriller film written and directed by Jacob Chase, based on his own short film titled Larry. The film stars Gillian Jacobs, John Gallagher Jr., Azhy Robertson, and Winslow Fegley.",https://www.rottentomatoes.com/m/come_play,"Released Oct 30, 2020",56.0,67.0,4,Medium
hishouse,2020,"Wunmi Mosaku, ., Sope Dirisu, Matt Smith","['Horror', 'Thriller']","His House is a 2020 horror thriller film written and directed by Remi Weekes from a story by Felicity Evans and Toby Venables. It stars Wunmi Mosaku, Sope Dirisu and Matt Smith. The film tells the story of a refugee couple from South Sudan, struggling to adjust to their new life in an English town that has an evil lurking beneath the surface.",https://www.rottentomatoes.com/m/his_house,2020,100.0,73.0,4,Medium
spell,2020,"Omari Hardwick, Loretta Devine","['Horror', 'Supernatural', 'Thriller']","Spell is a 2020 American supernatural horror thriller film directed by Mark Tonderai and starring Omari Hardwick and Loretta Devine. It was released in the United States through digital on October 30, 2020 by Paramount Pictures via Paramount Players.",https://www.rottentomatoes.com/m/spell,2009,0.0,,2,Small
spell,2020,"Omari Hardwick, Loretta Devine","['Horror', 'Supernatural', 'Thriller']","Spell is a 2020 American supernatural horror thriller film directed by Mark Tonderai and starring Omari Hardwick and Loretta Devine. It was released in the United States through digital on October 30, 2020 by Paramount Pictures via Paramount Players.",https://www.rottentomatoes.com/m/spell,2009,0.0,,2,Small
jungleland,2020,"Charlie Hunnam, Jack O'Connell, Jessica Barden, Jonathan Majors, John Cullum",['Drama'],"Jungleland is a 2019 American drama film directed by Max Winkler and written by Theodore B. Bressman, David Branson Smith, and Winkler. The film stars Charlie Hunnam, Jack O'Connell, Jessica Barden, Jonathan Majors, John Cullum, and Nick Mullen.",https://www.rottentomatoes.com/m/jungleland,"Released Nov 6, 2020",74.0,47.0,5,Medium
lethimgo,2020,"Diane Lane, Kevin Costner, Lesley Manville, Will Brittain, Jeffrey Donovan",['Western'],"Let Him Go is a 2020 American neo-Western film starring Diane Lane and Kevin Costner, and directed, written, and co-produced by Thomas Bezucha, based on the 2013 novel of the same name by Larry Watson. The film follows a retired sheriff and his wife who try to rescue their grandson from a dangerous family living off-the-grid. It also stars Lesley Manville, Kayli Carter, Will Brittain, and Jeffrey Donovan.",https://www.rottentomatoes.com/m/let_him_go,"Released Nov 6, 2020",85.0,76.0,5,Medium
theinformer,2020,"Joel Kinnaman, Rosamund Pike, Common, Ana de Armas, Clive Owen","['Crime', 'Thriller']","The Informer is a 2019 British crime thriller film directed by Andrea Di Stefano and written by Matt Cook, based on the novel Three Seconds by Roslund & Hellström. The film stars Joel Kinnaman, Rosamund Pike, Common, Ana de Armas, and Clive Owen.",https://www.rottentomatoes.com/m/the_informer,1980,,,5,Medium
thedarkandthewicked,2020,"Marin Ireland, Michael Abbott Jr., Xander Berkeley","['Horror', 'Supernatural']","The Dark and the Wicked is a 2020 American supernatural horror film written and directed by Bryan Bertino, starring Marin Ireland, Michael Abbott Jr., and Xander Berkeley. It follows two siblings who encounter a demonic entity at their familial farm after the suicide of their mother, who had long been caring for their infirm father.",https://www.rottentomatoes.com/m/the_dark_and_the_wicked,"Released Nov 6, 2020",91.0,63.0,3,Small
hillbillyelegy,2020,"Amy Adams, Glenn Close, Gabriel Basso, Haley Bennett, Freida Pinto, Bo Hopkins, Owen Asztalos","['Drama', 'War']","Hillbilly Elegy is a 2020 American drama film directed by Ron Howard from a screenplay by Vanessa Taylor, It is based on the 2016 memoir of the same name, by J. D. Vance. The film stars Amy Adams, Glenn Close, Gabriel Basso, Haley Bennett, Freida Pinto, Bo Hopkins, and Owen Asztalos.",https://www.rottentomatoes.com/m/hillbilly_elegy,"Released Nov 11, 2020",25.0,81.0,7,Medium
mank,2020,"Gary Oldman, Amanda Seyfried, Lily Collins, Arliss Howard, Tom Pelphrey, Sam Troughton, Ferdinand Kingsley, Tuppence Middleton, Tom Burke, Joseph Cross, Jamie McShane, Toby Leonard Moore, Monika Gossmann, Charles Dance","['Drama', 'Biography']","Mank is a 2020 American black-and-white biographical drama film about screenwriter Herman J. Mankiewicz and his development of the screenplay for Citizen Kane (1941). It was directed by David Fincher based on a screenplay by his late father Jack Fincher and was produced by Ceán Chaffin, Douglas Urbanski, and Eric Roth. It stars Gary Oldman in the title role, alongside Amanda Seyfried, Lily Collins, Arliss Howard, Tom Pelphrey, Sam Troughton, Ferdinand Kingsley, Tuppence Middleton, Tom Burke, Joseph Cross, Jamie McShane, Toby Leonard Moore, Monika Gossman, and Charles Dance.",https://www.rottentomatoes.com/m/mank,"Released Nov 13, 2020",83.0,63.0,14,Medium
freaky,2020,"Vince Vaughn, Kathryn Newton, Katie Finneran, Celeste O'Connor, Misha Osherovich, Alan Ruck","['Comedy', 'Slasher']","Freaky is a 2020 American comedy slasher film directed by Christopher Landon, from a screenplay by Michael Kennedy and Landon, and starring Vince Vaughn, Kathryn Newton, Katie Finneran, Celeste O'Connor, and Alan Ruck. A twist on Freaky Friday, the film centers on a teenage girl who unintentionally switches bodies with a middle-aged male serial killer. Jason Blum serves as a producer under his Blumhouse Productions banner.",https://www.rottentomatoes.com/m/freaky,"Released Nov 13, 2020",83.0,80.0,6,Medium
jinglejangleachristmasjourney,2020,"Forest Whitaker, Keegan-Michael Key, Hugh Bonneville, Anika Noni Rose, Madalen Mills, Phylicia Rashad, Ricky Martin","['Fantasy', 'Musical']","Jingle Jangle: A Christmas Journey is a 2020 American Christmas musical fantasy film written and directed by David E. Talbert. Choreographed by Ashley Wallen, it stars Forest Whitaker, Keegan-Michael Key, Hugh Bonneville, Anika Noni Rose, Phylicia Rashad, Lisa Davina Phillip, Ricky Martin, and Madalen Mills. The film, which was originally planned as a stage production, received ten nominations, the most at the 52nd NAACP Image Awards.",https://www.rottentomatoes.com/m/jingle_jangle_a_christmas_journey,"Released Nov 13, 2020",90.0,69.0,7,Medium
dreamland,2020,"Finn Cole, Margot Robbie, Travis Fimmel, Kerry Condon, Darby Camp, Garrett Hedlund, Lola Kirke","['Thriller', 'Historical']","Dreamland is a 2019 American period thriller film directed by Miles Joris-Peyrafitte from a screenplay by Nicolaas Zwart. The film stars Finn Cole, Margot Robbie, Travis Fimmel, Garrett Hedlund, Kerry Condon, Darby Camp and Lola Kirke.",https://www.rottentomatoes.com/m/dreamland,2007,,22.0,7,Medium
fatman,2020,"Mel Gibson, Walton Goggins, Marianne Jean-Baptiste","['Action', 'Comedy']","Fatman is a 2020 American black comedy action film written and directed by Eshom Nelms and Ian Nelms and starring Mel Gibson, Walton Goggins and Marianne Jean-Baptiste. An unorthodox slant on holiday traditions that follows a jaded, gritty Santa Claus who struggles often with ennui, production issues, Government interference, and now an embittered assassin sent by a vengeful naughty kid.",https://www.rottentomatoes.com/m/fatman,"Released Nov 13, 2020",44.0,84.0,3,Small
theclimb,2020,"Kyle Marvin, Michael Angelo Covino, Gayle Rankin, Talia Balsam, George Wendt, Judith Godrèche","['Comedy', 'Drama']","The Climb is a 2019 American comedy-drama film written, produced by and starring Michael Angelo Covino and Kyle Marvin. Covino also directs, while Gayle Rankin, Talia Balsam, George Wendt, and Judith Godrèche also star. Based on Covino and Marvin's short film of the same name, the plot follows two friends and looks into their lives over several years.",https://www.rottentomatoes.com/m/the_climb,2002,,72.0,6,Medium
chickfight,2020,"Malin Åkerman, Bella Thorne, Fortune Feimster, Alec Baldwin","['Action', 'Comedy']","Chick Fight is a 2020 American action comedy film directed by Paul Leyden from a screenplay by Joseph Downey. It stars Malin Åkerman, Bella Thorne, Dulcé Sloan, Kevin Connolly, Kevin Nash, Alec Mapa, Dominique Jackson, Fortune Feimster and Alec Baldwin.",https://www.rottentomatoes.com/m/chick_fight,"Released Nov 13, 2020",37.0,20.0,4,Medium
theprincessswitchswitchedagain,2020,"Vanessa Hudgens, Sam Palladio, Nick Sagar","['Comedy', 'Romance']","The Princess Switch: Switched Again is a 2020 American Christmas romantic comedy film directed by Mike Rohl. As the second installment in The Princess Switch trilogy, it stars Vanessa Hudgens, Sam Palladio, Suanne Braun, and Nick Sagar. The story follows Margaret Delacourt, the Duchess of Montenaro, who suddenly inherits the throne to her home country of Montenaro. As her Christmas coronation approaches, she and Stacy switch places once again so Margaret can fix her relationship with Stacy's friend Kevin. Unbeknownst to both women, a third look-alike, Margaret's evil cousin Lady Fiona, disguises herself as Margaret in a scheme to steal the throne.",https://www.rottentomatoes.com/m/the_princess_switch_switched_again,2020,56.0,34.0,3,Small
run,2020,"Sarah Paulson, Kiera Allen, Pat Healy, Sara Sohn","['Horror', 'Thriller']","Run is a 2020 American psychological horror thriller film directed by Aneesh Chaganty and written by Chaganty and Sev Ohanian. The film stars Kiera Allen as Chloe Sherman, a disabled homeschooled teenager who begins to suspect that her mother Diane is keeping a dark secret about her upbringing.",https://www.rottentomatoes.com/m/run,2020,89.0,74.0,4,Medium
run,2020,"Sarah Paulson, Kiera Allen, Pat Healy, Sara Sohn","['Horror', 'Thriller']","Run is a 2020 American psychological horror thriller film directed by Aneesh Chaganty and written by Chaganty and Sev Ohanian. The film stars Kiera Allen as Chloe Sherman, a disabled homeschooled teenager who begins to suspect that her mother Diane is keeping a dark secret about her upbringing.",https://www.rottentomatoes.com/m/run,2020,89.0,74.0,4,Medium
soundofmetal,2020,"Riz Ahmed, Olivia Cooke, Paul Raci, Lauren Ridloff, Mathieu Amalric",['Drama'],"Sound of Metal is a 2019 American drama film directed and co-written by Darius Marder. It stars Riz Ahmed as a metal drummer who loses his hearing, and also features Olivia Cooke, Paul Raci, Lauren Ridloff, and Mathieu Amalric. Sound of Metal had its world premiere in the Platform Prize program at the 2019 Toronto International Film Festival on September 6, 2019. Amazon Studios released the film in theaters on November 20, 2020, and on Amazon Prime Video on December 4. The film was critically acclaimed, with particular praise for the performances of Ahmed and Raci, the sound design, the editing and Marder's direction and screenplay. It was listed on 52 film critics' top-ten lists for 2020. At the 93rd Academy Awards, it was nominated for Best Picture, Best Original Screenplay, Best Actor (Ahmed) and Best Supporting Actor (Raci), and won for Best Sound and Best Film Editing.",https://www.rottentomatoes.com/m/sound_of_metal,"Released Nov 20, 2020",97.0,90.0,5,Medium
jiujitsu,2020,"Alain Moussi, Frank Grillo, JuJu Chan, Tony Jaa, Nicolas Cage","['Martial Arts', 'Science Fiction']","Jiu Jitsu is a 2020 American science fiction martial arts film directed and co-written by Dimitri Logothetis and starring Alain Moussi, Frank Grillo, JuJu Chan, Tony Jaa and Nicolas Cage. The film is based on the 2017 comic book of the same name by Logothetis and Jim McGrath. The film was a box office bomb, grossing less than $100,000 against a budget of over $25 million, and was critically panned.",https://www.rottentomatoes.com/m/jiu_jitsu,"Released Nov 20, 2020",27.0,63.0,5,Medium
buddygames,2020,"Josh Duhamel, Dax Shepard, Olivia Munn",['Comedy'],"Buddy Games is a 2019 American comedy film directed by Josh Duhamel in his solo directorial debut and written by Duhamel, Bob Schwartz, and Jude Weng. Produced by Duhamel, Michael J. Luisi, and Weng, the film centers on a group of six friends that reunite after a five-year hiatus to engage in a challenging set of dares and games and help lift one of their own out of depression and also have a chance of winning $150,000 while doing so. The cast includes Duhamel, Dax Shepard, Olivia Munn, Kevin Dillon, and Neal McDonough.",https://www.rottentomatoes.com/m/buddy_games,"Released Nov 20, 2020",16.0,67.0,3,Small
thecroodsanewage,2020,"Nicolas Cage, Emma Stone, Ryan Reynolds, Peter Dinklage, Leslie Mann, Kelly Marie Tran, Catherine Keener, Clark Duke, Cloris Leachman","['Adventure', 'Animated', 'Comedy']","The Croods: A New Age is a 2020 American computer-animated adventure comedy film produced by DreamWorks Animation and distributed by Universal Pictures. The sequel to The Croods (2013) as well as the second film in The Croods franchise, it was directed by Joel Crawford from a screenplay by Paul Fisher, Bob Logan, and the writing team of Dan and Kevin Hageman, based on a story by Kirk DeMicco and Chris Sanders, the directors of the previous film. The film features the returning voices of Nicolas Cage, Emma Stone, Ryan Reynolds, Catherine Keener, Clark Duke, and Cloris Leachman alongside new additions to the cast including Peter Dinklage, Leslie Mann, and Kelly Marie Tran. The film follows The Croods, Guy and their pets Belt, Chunky and Douglas, as they discover an idyllic, walled-in paradise that meets all of its needs. Unfortunately, they must also learn to live with the Bettermans, a family with a couple of steps above the Croods on the evolutionary ladder.",https://www.rottentomatoes.com/m/the_croods_a_new_age,"Released Nov 25, 2020",77.0,94.0,9,Medium
